Items,Type,Status,Project Type,Project #,Governance Framework,Project WO #s,Project Manager,PM Region,Project Status,Budget Type,Program,CY Actuals,CY Rem Fcst,Remaining Contingency,CY Tot EAC,CY Tot Fcst 3+9 Baseline,CY Tot EAC vs 3+9 Base Value,CY Tot EAC vs 3+9 Base Indicator,CY Budget Year Amount,CY Budget Adjustment,CY Bud incl Adj,CY Variance with Adjustments Value,CY Variance with Adjustments Indicator,Variance Explanation AFE vs CY Budget,Full or Phase 1 AFE,Phase 2 AFE,Supplemental AFE Amount,Total Approved AFE,AFE Stage,Total Requested AFE,Inception to Date Actuals,Project Rem Fcst,Project EAC,Supplemental AFE Required? Value,Supplemental AFE Required? Indicator,Cash Flow Start (Fcst),Full or Phase 1 AFE Approved Date,Full or Phase 1 AFE Approved Date P/D,Baseline Operational Date,Operational Date,AFE Past Due Days Value,AFE Past Due Days Indicator,CY 01 Jan Act,CY 02 Feb Act,CY 02 Feb Fcst,CY 02 Feb Fcst (asOf Cut-off),CY 02 Feb Var Value,CY 02 Feb Var Indicator,IT - Accruals,Monthly Variance Explanation,CY 03 Mar Fcst,CY 04 Apr Fcst,CY 05 May Fcst,CY 06 Jun Fcst,CY 07 Jul Fcst,CY 08 Aug Fcst,CY 09 Sep Fcst,CY 10 Oct Fcst,CY 11 Nov Fcst,CY 12 Dec Fcst,Remaining Contingency2,Project Status Notes,Project Status Notes Updated On,Financial Forecast Notes,PCA,PM Designate,PMO-Region,PMO-Division,Financial Reporting Category 2022,Financial Reporting Category 2022 Override,PMO-Asset Team,PMO-Location Business Unit,Parent Project Number,CY Q1 EAC,CY Q2 EAC,CY Q3 EAC,CY Q4 EAC,CY-1 Tot Act,CY+1 Tot Fcst,Program Manager,Project Sponsor,WS Drawdown Class,JV SubProgram,IT Count,OPPM Project Item ID,RCAP Financial Model,Created By,Parent / Child Value,Parent / Child Indicator,Creation Date,Maintenance Reporting Categories
2022 - FG999B2 - Pressure Test,Item,Open,MEXP,FG999B2E2201,Maintenance Framework,1945840,"Lloyd, Andrew",West,7. Closed,Defined,Assessments,11,,,10.95,11,0,Green,,,,11,,,73500,,,73500,Full,73500,43167,,43167,No,Green,10/1/2022,1/4/2022,1/4/2022,12/31/2022,10/5/2022,,,10.95,,,,,,0,,,,,,,,,,,,,"3/10/2023 project complete and ready to be closed by accounting. 


11/2 variance is due to savings from AFE estimate. Project mechanically complete. 


10/3 project on track for execution. 


9/1 outage confirmed with third party. Project on track. 


8/1 PO issued to shultz to perform the hydrotest work. Waiting on vendors to provide quotes for other items. 


7/1 field walk completed with operations. 


6/1 discussed project with Shultz for execution of this project. 


5/2 targeting May/June for field walkdown


4/6 on track, initial discussion with ops  3/1/22 writing hydrotest procedures for bid event


2/8/22 - just assigned project - working on gathering procedures to bid out.",3/10/2023,2/7/22 - No change,"Hill, Elizabeth",,West,Pipelines and Terminals,Pipeline Integrity,,Michiana,FG999B2 - Wolerine Oil to BETFG,,11,,,,43156,,"Bartal, Nick","Bartal, Nick",,,1,40680,,"Administrator, System",JDE Child,Burnt Orange,7/24/2021,Int - Assessments
2022 - IC710CP - ILI,Item,Open,MEXP,IC710CPE2201,Exempt,1945844,"Roman, James",West,6. Operational,Defined,Assessments,1,,,1.18,1,0,Green,,,,1,,,105500,,,105500,Full,105500,78752,,78752,No,Green,10/1/2022,1/4/2022,1/4/2022,12/31/2022,12/31/2022,,,1.18,,,,,,0,,,,,,,,,,,,,"2/1/23 No Change


1/4/23 Variance -$45,500.  Accrual $24k.  Contractor under budget.  Some costs hit 820 ILI.  Tool run complete.  Awaiting integrity to let me know if i can approve ILI vendor invoice.


12-5-22 Variance (-$35,738).  Tool rescheduled for 12/13/22 due to project work at Coraopolis.
11/1/22 Variance (-$15k) $15k Accrual.   $50k of November forecast is for trap modifications.  Do not yet know the cost of tool vendor.  Plan to run tool mid November.  


10/3/22 Tool run now scheduled for November due to corporate work at Coraopolis facility.  Plan to perform XYZ survey in Mid October and trap modifications end of October.


8/2/22 No change
7/5/22 no change
6/2/22 No change


4/2/22 Tool run planned for October.",2/1/2023,2/7/22 - No change,"Hill, Elizabeth",,West,Pipelines and Terminals,Pipeline Integrity,,Coraopolis,IC710CP - CORAOPOLIS JCT TO CORAOPOLIS,,1,,,,78751,,"Bartal, Nick","Bartal, Nick",,,1,40697,,"Administrator, System",JDE Child,Burnt Orange,7/23/2021,Int - Assessments
2022 - KG999A2 - Pressure Test,Item,Open,MEXP,KG999A2E2201,Maintenance Framework,1945846,"Lloyd, Andrew",West,6. Operational,Defined,Assessments,2361,,,2360.95,2361,0,Green,,,,2361,,,67200,,,67200,Full,67200,56890,,56890,No,Green,10/1/2022,1/4/2022,1/4/2022,12/31/2022,10/18/2022,,,2360.95,0,,,0,Green,0,,,,,,,,,,,,,"3/1 PO to apache to be reissued to Apache United, only remaining amount. 


11/2 variance is due to savings from AFE estimate. Project mechanically complete. 


10/20 testing completed


10/17 contractor has mobilized 


10/3 project on track for execution by Shultz


9/1 project on track for execution in October 


8/1 PO issued to shultz 


7/1 completed field walk with operations


6/1 targeting June for field walkdown with operations and contractors


5/2 Targeting May/June for field walkdown


4/6 on track, initial discussion with ops 3/1/22 writing hydrotest procedures for bid event


2/8/22 - just assigned project - working on gathering procedures to bid out.",3/1/2023,2/7/22 - No change,"Hill, Elizabeth",,West,Pipelines and Terminals,Pipeline Integrity,,E. Chicago Terminals,KG - LAKE GEORGE STATION,,2361,,,,54529,,"Bartal, Nick","Bartal, Nick",,,1,40700,,"Administrator, System",JDE Child,Burnt Orange,7/23/2021,Int - Assessments
2022 - KG999B1 - Pressure Test,Item,Open,MEXP,KG999B1E2201,Maintenance Framework,1945848,"Lloyd, Andrew",West,6. Operational,Defined,Assessments,3249,,,3249,3249,0,Green,,,,3249,,,143850,,,143850,Full,143850,115061,,115061,No,Green,11/1/2022,1/4/2022,1/4/2022,12/31/2022,12/2/2022,,,3249,,,,,,0,,,,,,,,,,,,,"2/1/2023 variance is due to savings from afe estimate. project complete


1/2/2023 variance is due to savings from AFE estimate. Invoicing complete for WM WDR. Job book submitted to sharepoint. Integrity updated on completion 11/28. 

12/7/22 variance is due to forecasting. Project mechanically complete. 


12/1 water purge complete, refill tomorrow. Haul off of fracs scheduled.  


11/30 hydrotest complete, notice sent to integrity


11/29 onsite for purge. Purge success. Contractor filling with water for hydrotest tomorrow 11/30. 




11/14 site walk downs with BP success. Roberts has been scheduled for BP training. Pigs received. Linde reminded of obligations. GFL to supply water and vac. Frac tanks and hose discussed. 




11/1 project on track for November execution. Walk down with BP scheduled. 




10/3 project on track for November execution


9/1 bid walk with selected contractors and operations will occur Friday. 

8/1 working to obtain quote from outside contractors. 


7/1 completed field walk with operations


6/1 targeting June for field walkdown with operations


5/2 Targeting May/June for field walkdown


4/6 on track, initial discussion with ops 


3/1/22 writing hydrotest procedures for bid event


2/8/22 - just assigned project - working on gathering procedures to bid out.",2/1/2023,2/7/22 - No change,"Hill, Elizabeth",,West,Pipelines and Terminals,Pipeline Integrity,,E. Chicago Terminals,KG999B1 - CLARK JCT TO BP WHITING,,3249,,,,111812,,"Bartal, Nick","Bartal, Nick",,,1,40701,,"Administrator, System",JDE Child,Burnt Orange,7/23/2021,Int - Assessments
2022 - LD913SR - ILI,Item,Open,MEXP,LD913SRE2201,Maintenance Framework,2011991,"Keppel, Nicholas",East,6. Operational,Defined,Assessments,-12352,,,-12352,-12352,0,Green,,,,-12352,,,144000,,,144000,Full,144000,50686,,50686,No,Green,10/1/2022,8/11/2022,8/11/2022,10/31/2022,11/3/2022,,,719,-13071,,,-13071,Red,0,,,,,,,,,,,,,12/2/2022 - Project completed on 11/3/2022; variance due to savings on field costs,12/2/2022,2/7/22 - No change at this time.,"Sautter, Maureen",,East,Pipelines and Terminals,Pipeline Integrity,,Jet Lines,LD913SR - LUDLOW TO WESTOVER,,-12352,,,,63038,,"Bartal, Nick","Bartal, Nick",,,1,40626,,"Administrator, System",Independent,,7/24/2021,Int - Assessments
2022 - LN999A1 - Pressure Test and Go/No-Go ILI,Item,Open,MEXP,LN999A1E2201,Maintenance Framework,2011989,"Keppel, Nicholas",East,7. Closed,Defined,Assessments,697,,,697.01,697,0,Green,,,,697,,,134000,,,134000,Full,134000,77966,,77966,No,Green,9/1/2022,8/11/2022,8/11/2022,10/31/2022,10/4/2022,,,4556.12,-3859.11,,,-3859,Red,0,,,,,,,,,,,,,"3/9/2023 - Closed WO/PO, and set OPPM status to 'Closed'. MCS


Can close. 10/6/2022 - This pressure test project was successfully executed on 10/4/2022",3/9/2023,2/7/22 - No change at this time.,"Sautter, Maureen",,East,Pipelines and Terminals,Pipeline Integrity,,Linden,LN999A1 - HUMBLE TO LINDEN,,697,,,,77269,,"Bartal, Nick","Bartal, Nick",,,1,40627,,"Administrator, System",Independent,Aqua,7/23/2021,Int - Assessments
2022 - LY999D3 - Pressure Test,Item,Open,MEXP,LY999D3E2301,Maintenance Framework,2077048,"Keppel, Nicholas",East,2. Pending AFE,Defined,Assessments,,85000,,85000,85000,0,Green,70000,,70000,15000,,,144000,,,,Full,144000,,155000,155000,No,Green,3/1/2024,,,3/15/2023,3/14/2023,,,,,,,,,,,85000,,,,,,,,,,,3/3/2023 - Pressure Test completed on 3/1/2023,3/3/2023,2/7/22 - No change at this time.,"Sautter, Maureen",,East,Pipelines and Terminals,Pipeline Integrity,,Long Island,LY999D3 - APOLLO JCT TO BP/AMOCO (FUEL),,85000,,,,,70000,"Bartal, Nick","Bartal, Nick",,,1,40628,,"Administrator, System",Independent,Aqua,7/23/2021,Int - Assessments
2022 - PN160AG - Pressure Test,Item,Open,MEXP,PN160AGE2202,Maintenance Framework,2012527,"Kosior, Albert",ECS Pipeline Integrity,6. Operational,Defined,Assessments,90,,,90,90,0,Green,,,,90,,Other,859000,,,859000,Full,859000,814306,,814306,No,Green,8/1/2022,8/29/2022,8/29/2022,12/31/2022,12/8/2022,,,90,0,,,0,Green,0,,,,,,,,,,,,,"12-8-22 Finished grading tank dike floor for Argo Tank #14, working closeout and final invoicing.

11-6-22 Working closeout, have some minor restoration to complete in the dike at tank 14.
10-10-22 Working project closeout.  Waiting on final WM invoices for PCW and spoils.  Need to perform grading work in tank 14 dike due to ruts from water filtration.  Final cost is estimated to come in at or just below AFE.

9-12-22 The hydrotest was successfully completed on 9/1/22.  The test went longer than planned due to the need to temper the water longer.  Additional costs were also incurred due to a release of hydrotest water at Peotone that requires cleanup.

8-9-22 The work is scheduled for the last week of August and the first week of September.  The AFE to be submitted directly.
7-12-22 Working plan, schedule looking to be the laws week in august, first of September.

6/9/22 - Working on plan with OM.  Have requested tankage at Argo for the month of August.

5-9-22 Developing plan.

4-7-22 Developing plan.

3-7-22 Working on gather information on requested pipeline cutouts to be completed when the line is purged.  There are 2 stopple fittings identified for removal.",12/8/2022,2/7/22 - No change 12/3/21 - Adjusted forecast in line with prior test cost.,"Hill, Elizabeth",,West,Pipelines and Terminals,Pipeline Integrity,,Argo,PN160AG - PEOTONE TO ARGO,,90,,,,814216,,"Bartal, Nick","Bartal, Nick",,,1,40706,,"Administrator, System",Independent,Aqua,7/24/2021,Int - Assessments
2022 - PR609OB - ILI,Item,Open,MEXP,PR609OBE2201,Maintenance Framework,2023162,"Garcia, Francisco",ECS Pipeline Integrity,7. Closed,Defined,Assessments,-24449,,,-24449.48,-24449,0,Green,,,,-24449,,,110000,,,110000,Full,110000,51472,,51472,No,Green,10/1/2022,9/20/2022,9/20/2022,12/31/2022,11/29/2022,,,-24449.48,,,,,,0,,,,,,,,,,,,,"2/2/2023 cost came in less than Dec. accrual for Enduro.
12/2/2022 savings due to using Buckeye internal labor.",2/2/2023,2/7/22 - No change at this time.,"Walker, Carol",,East,Pipelines and Terminals,Pipeline Integrity,,Harbor South Terminals,BPRPR - BPT PORT READING TERMINAL,,-24449,,,,75921,,"Bartal, Nick","Bartal, Nick",,,1,40634,,"Administrator, System",Independent,Aqua,7/23/2021,Int - Assessments
2022 - PR999A1 Short Line Pressure Test,Item,Open,MEXP,BPRPR00E2224,Maintenance Framework,2023167,"Garcia, Francisco",ECS Pipeline Integrity,6. Operational,Defined,Assessments,977,,,976.88,977,0,Green,,,,977,,,75000,,,75000,Full,75000,77798,,77798,No,Green,10/1/2022,11/4/2022,11/4/2022,12/31/2022,10/30/2022,,,976.88,,,,,,0,,,,,,,,,,,,,"01/04/2022 Spool fabrication and PSEG backup.
11/2/2022 savings from use of in-house labor; full afe submitted; approval pending.
10/4/2022 project to start next week.",1/4/2023,2/7/22 - No change at this time.,"Walker, Carol",,East,Pipelines and Terminals,Pipeline Integrity,,Harbor South Terminals,BPRPR - BPT PORT READING TERMINAL,,977,,,,76821,,"Bartal, Nick","Bartal, Nick",,,1,40635,,"Administrator, System",Independent,Aqua,7/23/2021,Int - Assessments
2022 - PY999A2 - Pressure Test and Go/No-Go ILI,Item,Open,MEXP,PY999A2E2201,Maintenance Framework,2023842,"Keppel, Nicholas",East,7. Closed,Defined,Assessments,-3850,,,-3849.67,-3850,0,Green,,,,-3850,,,136000,,,136000,Full,136000,115447,,115447,No,Green,10/1/2022,10/24/2022,10/24/2022,11/14/2022,11/14/2022,,,-3849.67,,,,,,0,,,,,,,,,,,,,"3/9/2023 - Closed WO/PO, and set OPPM status to 'Closed'. MCS


Can close. 12/2/2022-Project completed 11/8/2022, awaiting final invoices.",3/9/2023,2/7/22 - No change at this time.,"Sautter, Maureen",,East,Pipelines and Terminals,Pipeline Integrity,,Malvern,PY999A2 - PAULSBORO TO WOODBURY,,-3850,,,,119297,,"Bartal, Nick","Bartal, Nick",,,1,40636,,"Administrator, System",Independent,Aqua,7/23/2021,Int - Assessments
2022 - WD202-204-205WW - ILI - SEAM UTCD,Item,Open,MEXP,WD202DBE2201,Exempt,1945856,"Bost, Jason",West,3. Active,Defined,Assessments,64857,,,64857,64857,0,Green,83812,,83812,-18955,,,335250,,,335250,Full,335250,269779,,269779,No,Green,8/1/2022,1/4/2022,1/4/2022,12/31/2022,2/28/2023,,,,64857,83812,83812,-18955,Red,0,Contractor/Vendor Issue,,,,,,,,,,,,"3/1/23 - 25% NDT PO accrued. Prelim report received, no features met screening criteria. 1/4/23 - Variance is from laggin Holly invoice. 12/5/22 - 75% of vendor invoice has been approved. Final 25% is already reflected in 2023, so remaining variance is likely cost savings.11/1/22 - Variance was shifted into Nov. forecast to reflect project schedule. Assessment completed on 11/1/22. 10/1/22 - Variance is prep for tool run. Assessment rescheduled for 10/31. 9/1/22 - Project delayed due to product scheduling conflict. Forecast adjusted accordingly.  8/1/22 - No Change. 7/5/22 - Assessment planned for late August. 6/1/22 - Assessment planned for 8/23. 5/3/22 - No Change. 4/4/22 - No Change. 3/2/22 - No Change. 2/2/22 - No Change 1/3/22 - No Change",3/2/2023,2/2/22 - Adjusted forecast to reflect 75% invoiced after successful run and 25% invoiced 3 months later. 1/3/22 - No Change,"Griest, Barbara",,West,Pipelines and Terminals,Pipeline Integrity,,Wayne Pipeline,WD202DB - DETROIT TO DEARBORN-8IN,,64857,,,,204922,,"Bartal, Nick","Bartal, Nick",,,1,40712,,"Administrator, System",JDE Child,Burnt Orange,7/23/2021,Int - Assessments
2022 - WW203WF-2 - ILI,Item,Open,MEXP,WW203WCE2202,Exempt,1945859,"Roman, James",West,6. Operational,Defined,Assessments,200,,,200.25,200,0,Green,,,,200,,,126879,,,126879,Full,126879,72995,,72995,No,Green,10/1/2022,1/4/2022,1/4/2022,12/31/2022,1/30/2023,,,200,0.25,20969,20969,-20969,Red,0,Other,,,,,,,,,,,,"3/1/23 Variance $21k.  Re-accrue final invoice.


2/1/23 Variance -$63k, Re-accrual $63k


1/4/23 Variance -$57k.  Re-Accrual $63k.  Awaiting integrity to let me know if I can approve this invoice.


12/5/22 Variance ($64k).  Accrual $63k.
11/1/22 Variance (-123k)  Tool run rescheduled for 11/2/22.   Revised forecast shows 25% of PO amount. Balance forecasted for Feb 2023.  PO amount was less than original forecast.
10/3/22 Tool run scheduled for end of October
9/1/22 no change


7/5/22 no change
6/2/22 Tool run rescheduled for October.


4/2/22 Tool run planned for December.",3/1/2023,2/7/22 - No change,"Hill, Elizabeth",,West,Pipelines and Terminals,Pipeline Integrity,,Wayne Pipeline,WW203WC - WAYNE TO CLARKSTON,,200,,,,72795,,"Bartal, Nick","Bartal, Nick",,,1,40716,,"Administrator, System",JDE Child,Burnt Orange,7/23/2021,Int - Assessments
2022 - WW203WF-3 - ILI,Item,Open,MEXP,WW203WCE2203,Exempt,1945860,"Roman, James",West,6. Operational,Defined,Assessments,31344,,,31344,31344,0,Green,,,,31344,,,102700,,,102700,Full,102700,63669,,63669,No,Green,10/1/2022,1/4/2022,1/4/2022,12/31/2022,3/26/2023,,,10675,20669,,,20669,Red,0,Forecasting,,,,,,,,,,,,"3/1/23 Variance $300.  Over accrued $300


2/1/23 Variance -$10k, Accrual $10k


1/4/23 No change


12/5/22 Variance (-$32k) Accrual $32k.


11/1/22 Variance (-$102k) Accrual $32,025.  PO amount was less than original forecasts.  Remaining 25% forecasted for Jan 2023.


10/3/22 Tool run scheduled for end of October.


9/1/22 No change


7/5/22 no change
6/2/22 Tool run rescheduled for October.


4/2/22 Tool run planned for December.",3/1/2023,2/7/22 - No change,"Hill, Elizabeth",,West,Pipelines and Terminals,Pipeline Integrity,,Wayne Pipeline,WW203WC - WAYNE TO CLARKSTON,,31344,,,,32325,,"Bartal, Nick","Bartal, Nick",,,1,40717,,"Administrator, System",JDE Child,Burnt Orange,7/23/2021,Int - Assessments
2022 - XW999A2 - Pressure Test,Item,Open,MEXP,BTXXW00E2203,Maintenance Framework,2053658,"Garcia, Monica",South,6. Operational,Defined,Assessments,80396,0,,80396.37,80396,0,Green,125000,,125000,-44604,,,125000,,,125000,Full,125000,80396,0,80396,No,Green,1/1/2023,12/23/2022,12/23/2022,3/1/2023,1/20/2023,,,88369.92,-7973.55,3000,3000,-10974,Red,0,,0,,,,,,,,,,,"2/2/23: MLG: awaiting final invoices.


1/23/23 MLG Pressure test was completed on 1/20/23 and was successful.  This line will be placed under a nitrogen blanket of 15 psi.


1/4/23 MLG: Pressure test is scheduled for the week of Jan 16th.


8.8.22 ML  The pipeline is not scheduled for a pressure test this year.  A pressure test was done 2020 and is not scheduled until 2023 per PM.",2/2/2023,2/7/22 - No change at this time.,"Landeros, Melisa",,South,Pipelines and Terminals,Pipeline Integrity,,Corpus Christi,BTXXW - George West,,80396,,,,,,"Bartal, Nick","Bartal, Nick",,,1,40651,,"Administrator, System",Independent,Aqua,7/23/2021,Int - Assessments
2022 - ZL999A3 - Pressure Test and Go/No-Go ILI,Item,Open,MEXP,ZL999A3E2201,Maintenance Framework,2002081,"Keppel, Nicholas",East,7. Closed,Defined,Assessments,2900,,,2900,2900,0,Green,,,,2900,,,95000,,,95000,Full,95000,97804,,97804,No,Green,7/1/2022,7/6/2022,7/6/2022,8/31/2022,7/26/2022,,,,2900,,,2900,Red,0,,,,,,,,,,,,,"2/6/2023 - Closed WO/PO, set OPPM project status to 'Closed/ MCS.


1/5/2023-Can close. 10/10/2022 - September variance due to missed accrual in August",2/6/2023,2/7/22 - No change at this time.,"Sautter, Maureen",,East,Pipelines and Terminals,Pipeline Integrity,,Auburn Pipeline,ZL999A3 - VESTAL TO BET VESTAL #2 DIESEL,,2900,,,,94904,,"Bartal, Nick","Bartal, Nick",,,1,40644,,"Administrator, System",Independent,Aqua,7/23/2021,Int - Assessments
2023 AB803RC - UCC,Item,Open,MEXP,AB803WLE2301,Maintenance Framework,2084611,"Keppel, Nicholas",East,3. Active,Defined,Assessments,,550604,,550604,550604,0,Green,552604,,552604,-2000,,,547474,,,547474,,547474,,550604,550604,No,Green,5/1/2023,2/3/2023,2/3/2023,12/31/2023,4/30/2023,,,,,,,,,,,,,550604,,,,,,,,,,,,"Sautter, Maureen",,East,Pipelines and Terminals,Pipeline Integrity,,Auburn Pipeline,AB803WL - AUBURN TO WATERLOO,,0,550604,,,,,"Bartal, Nick","Bartal, Nick",,,1,44668,,"Administrator, System",Independent,Aqua,8/17/2022,Int - Assessments
2023 AJ999A1 - Pressure Test,Item,Open,MEXP,,Maintenance Framework,,"Keppel, Nicholas",,1. Proposed,,Assessments,,53000,,53000,53000,0,Green,55000,,55000,-2000,,,,,,,,,,53000,53000,No,Green,10/1/2023,,,,10/31/2023,,,,,,,,,,,,,,,,,,53000,,,,,,,,,East,Pipelines and Terminals,Pipeline Integrity,,Jet Lines,AJ999A1 - MAIN STREET JCT TO NORA,,0,,,53000,,,"Bartal, Nick",,,,1,44669,,"Administrator, System",Independent,Aqua,8/17/2022,Int - Assessments
2023 AS160PN - ILI,Item,Open,MEXP,AS160HTE2301,Exempt,2075690,"Lloyd, Andrew",West,3. Active,Defined,Assessments,,265793,,265793,265793,0,Green,263087,,263087,2706,,,263087,,,,Full,263087,,265793,265793,No,Green,4/1/2023,,,12/31/2023,12/31/2023,,,,,,,,,,,15000,7500,122293,,51000,70000,,,,,,"3/2/23 This project afe included with program submittal, project is active. Gauge pig 4/19 and smart tool 5/3. In advance will require contractor assistance to pull pig sigs. 


1/19/23 wired pig sig lead time too long to replace pre run. Followed up with integrity for new tool vendor information. Planned assessment date is 3/14/23",3/2/2023,,"Hill, Elizabeth",,West,Pipelines and Terminals,Pipeline Integrity,,Central-Illinois,AS160HT - AUBURN TO HARRISTOWN JCT,,15000,129793,121000,,,,"Bartal, Nick","Bartal, Nick",,,1,44670,,"Administrator, System",Independent,Aqua,8/17/2022,Int - Assessments
